,Datetime,Tweet Id,Text,Username,tokens,pos_tokens,Party
370,2022-04-09 05:46:15+00:00,1.51e+18,"Hearty congratulation and best wish on the 52nd Foundation Day of NSUI.

NSUI have always raise it voice for the right of student and youth in nation building. Let this cycle continue, the struggle continue to grow on the path.

#NSUIFoundationDay",AjayLalluINC,"['Hearty', 'congratulation', 'and', 'best', 'wish', 'on', 'the', '52nd', 'Foundation', 'Day', 'of', 'NSUI.\n\nNSUI', 'have', 'always', 'raise', 'it', 'voice', 'for', 'the', 'right', 'of', 'student', 'and', 'youth', 'in', 'nation', 'building.', 'Let', 'this', 'cycle', 'continue,', 'the', 'struggle', 'continue', 'to', 'grow', 'on', 'the', 'path.\n\n#NSUIFoundationDay']","[['Hearty', 'n'], ['congratulations', 'n'], ['and', 'n'], ['best', 'a'], ['wishes', 'n'], ['on', 'n'], ['the', 'n'], ['52nd', 'n'], ['Foundation', 'n'], ['Day', 'n'], ['of', 'n'], ['NSUI.\n\nNSUI', 'n'], ['has', 'v'], ['always', 'r'], ['raised', 'v'], ['its', 'n'], ['voice', 'n'], ['for', 'n'], ['the', 'n'], ['rights', 'n'], ['of', 'n'], ['students', 'n'], ['and', 'n'], ['youth', 'n'], ['in', 'n'], ['nation', 'n'], ['building.', 'n'], ['Let', 'v'], ['this', 'n'], ['cycle', 'n'], ['continue,', 'v'], ['the', 'n'], ['struggle', 'n'], ['continues', 'v'], ['to', 'n'], ['grow', 'v'], ['on', 'n'], ['the', 'n'], ['path.\n\n#NSUIFoundationDay', 'n']]",INC
371,2022-04-08 11:13:13+00:00,1.51e+18,Paid homage by garland the statue of freedom fighter Mangal Pandey ji in Ballia.,AjayLalluINC,"['Paid', 'homage', 'by', 'garland', 'the', 'statue', 'of', 'freedom', 'fighter', 'Mangal', 'Pandey', 'ji', 'in', 'Ballia.']","[['Paid', 'v'], ['homage', 'n'], ['by', 'n'], ['garlanding', 'v'], ['the', 'n'], ['statue', 'n'], ['of', 'n'], ['freedom', 'n'], ['fighter', 'n'], ['Mangal', 'n'], ['Pandey', 'n'], ['ji', 'n'], ['in', 'n'], ['Ballia.', 'n']]",INC
372,2022-04-08 10:10:53+00:00,1.51e+18,"March and meet till District Magistrate Ballia office for the release of journalists.

We will not let the truth be suppressed. Government should release journalist immediately...",AjayLalluINC,"['March', 'and', 'meet', 'till', 'District', 'Magistrate', 'Ballia', 'office', 'for', 'the', 'release', 'of', 'journalists.\n\nWe', 'will', 'not', 'let', 'the', 'truth', 'be', 'suppressed.', 'Government', 'should', 'release', 'journalist', 'immediately...']","[['March', 'n'], ['and', 'n'], ['meeting', 'v'], ['till', 'a'], ['District', 'n'], ['Magistrate', 'n'], ['Ballia', 'n'], ['office', 'n'], ['for', 'n'], ['the', 'n'], ['release', 'n'], ['of', 'n'], ['journalists.\n\nWe', 'n'], ['will', 'n'], ['not', 'r'], ['let', 'v'], ['the', 'n'], ['truth', 'n'], ['be', 'v'], ['suppressed.', 'a'], ['Government', 'n'], ['should', 'n'], ['release', 'v'], ['journalists', 'n'], ['immediately...', 'v']]",INC
373,2022-04-08 09:05:03+00:00,1.51e+18,"Demonstration for the release of journalist at Ballia District Magistrate's office...

@myogiadityanath Govt should take action against the culprits, release the innocent journalists.

We will not stop...",AjayLalluINC,"['Demonstration', 'for', 'the', 'release', 'of', 'journalist', 'at', 'Ballia', 'District', ""Magistrate's"", 'office...\n\n@myogiadityanath', 'Govt', 'should', 'take', 'action', 'against', 'the', 'culprits,', 'release', 'the', 'innocent', 'journalists.\n\nWe', 'will', 'not', 'stop...']","[['Demonstration', 'n'], ['for', 'n'], ['the', 'n'], ['release', 'n'], ['of', 'n'], ['journalists', 'n'], ['at', 'n'], ['Ballia', 'n'], ['District', 'n'], [""Magistrate's"", 'n'], ['office...\n\n@myogiadityanath', 'n'], ['Govt', 'n'], ['should', 'n'], ['take', 'v'], ['action', 'n'], ['against', 'n'], ['the', 'n'], ['culprits,', 'n'], ['release', 'v'], ['the', 'n'], ['innocent', 'a'], ['journalists.\n\nWe', 'n'], ['will', 'n'], ['not', 'r'], ['stop...', 'v']]",INC
374,2022-04-08 08:19:00+00:00,1.51e+18,"Foot march in Ballia against the unconstitutional arrest of Ballia journalists.

Dictatorship will not work...

#UPBoardPaperLeak",AjayLalluINC,"['Foot', 'march', 'in', 'Ballia', 'against', 'the', 'unconstitutional', 'arrest', 'of', 'Ballia', 'journalists.\n\nDictatorship', 'will', 'not', 'work...\n\n#UPBoardPaperLeak']","[['Foot', 'n'], ['march', 'n'], ['in', 'n'], ['Ballia', 'n'], ['against', 'n'], ['the', 'n'], ['unconstitutional', 'a'], ['arrest', 'n'], ['of', 'n'], ['Ballia', 'n'], ['journalists.\n\nDictatorship', 'n'], ['will', 'n'], ['not', 'r'], ['work...\n\n#UPBoardPaperLeak', 'v']]",INC
375,2022-04-07 03:52:22+00:00,1.51e+18,Hal - e - Law & Order...,AjayLalluINC,"['Hal', '-', 'e', '-', 'Law', '&', 'Order...']","[['Hal', 'n'], ['-', 'n'], ['e', 'n'], ['-', 'n'], ['Law', 'n'], ['&', 'n'], ['Order...', 'n']]",INC
376,2022-04-06 11:32:00+00:00,1.51e+18,"Worker Dialogue, Tamakuhi Block",AjayLalluINC,"['Worker', 'Dialogue,', 'Tamakuhi', 'Block']","[['Worker', 'n'], ['Dialogue,', 'n'], ['Tamakuhi', 'n'], ['Block', 'n']]",INC
377,2022-04-06 08:00:47+00:00,1.51e+18,Discussion with Congress worker of Tamkuhi block...,AjayLalluINC,"['Discussion', 'with', 'Congress', 'worker', 'of', 'Tamkuhi', 'block...']","[['Discussion', 'n'], ['with', 'n'], ['Congress', 'n'], ['workers', 'n'], ['of', 'n'], ['Tamkuhi', 'n'], ['block...', 'n']]",INC
378,2022-04-05 13:20:01+00:00,1.51e+18,"Worker Dialogue, Dudahi Block",AjayLalluINC,"['Worker', 'Dialogue,', 'Dudahi', 'Block']","[['Worker', 'n'], ['Dialogue,', 'n'], ['Dudahi', 'n'], ['Block', 'n']]",INC
379,2022-04-05 07:55:51+00:00,1.51e+18,Interaction with Congress worker of Dhuhi block...,AjayLalluINC,"['Interaction', 'with', 'Congress', 'worker', 'of', 'Dhuhi', 'block...']","[['Interaction', 'n'], ['with', 'n'], ['Congress', 'n'], ['workers', 'n'], ['of', 'n'], ['Dhuhi', 'n'], ['block...', 'n']]",INC
380,2022-04-04 11:44:57+00:00,1.51e+18,Interaction with worker in different village of Severhi block.,AjayLalluINC,"['Interaction', 'with', 'worker', 'in', 'different', 'village', 'of', 'Severhi', 'block.']","[['Interaction', 'n'], ['with', 'n'], ['workers', 'n'], ['in', 'n'], ['different', 'a'], ['villages', 'n'], ['of', 'n'], ['Severhi', 'n'], ['block.', 'n']]",INC
381,2022-04-04 08:16:23+00:00,1.51e+18,"Worker Dialogue, Severhi Block",AjayLalluINC,"['Worker', 'Dialogue,', 'Severhi', 'Block']","[['Worker', 'n'], ['Dialogue,', 'n'], ['Severhi', 'n'], ['Block', 'n']]",INC
382,2022-04-03 13:21:16+00:00,1.51e+18,"Another journalist from Amar Ujala, who go to jail for publish the news of UP Board exam paper leak, meet the relative of Ajit Ojha, a resident of Gaighat, Ballia, and assure that this fight for truth be not yours alone. Entire Congress party be with you.

Truth will win...",AjayLalluINC,"['Another', 'journalist', 'from', 'Amar', 'Ujala,', 'who', 'go', 'to', 'jail', 'for', 'publish', 'the', 'news', 'of', 'UP', 'Board', 'exam', 'paper', 'leak,', 'meet', 'the', 'relative', 'of', 'Ajit', 'Ojha,', 'a', 'resident', 'of', 'Gaighat,', 'Ballia,', 'and', 'assure', 'that', 'this', 'fight', 'for', 'truth', 'be', 'not', 'yours', 'alone.', 'Entire', 'Congress', 'party', 'be', 'with', 'you.\n\nTruth', 'will', 'win...']","[['Another', 'n'], ['journalist', 'n'], ['from', 'n'], ['Amar', 'n'], ['Ujala,', 'n'], ['who', 'n'], ['went', 'v'], ['to', 'n'], ['jail', 'n'], ['for', 'n'], ['publishing', 'v'], ['the', 'n'], ['news', 'n'], ['of', 'n'], ['UP', 'n'], ['Board', 'n'], ['exam', 'v'], ['paper', 'n'], ['leak,', 'n'], ['met', 'v'], ['the', 'n'], ['relatives', 'n'], ['of', 'n'], ['Ajit', 'n'], ['Ojha,', 'n'], ['a', 'n'], ['resident', 'n'], ['of', 'n'], ['Gaighat,', 'n'], ['Ballia,', 'n'], ['and', 'n'], ['assured', 'v'], ['that', 'n'], ['this', 'n'], ['fight', 'n'], ['for', 'n'], ['truth', 'n'], ['is', 'v'], ['not', 'r'], ['yours', 'a'], ['alone.', 'n'], ['Entire', 'n'], ['Congress', 'n'], ['party', 'n'], ['is', 'v'], ['with', 'n'], ['you.\n\nTruth', 'n'], ['will', 'n'], ['win...', 'v']]",INC
383,2022-04-03 11:13:59+00:00,1.51e+18,"Recently, National Sahara journalist Manoj Gupta ji and Amar Ujala journalist Digvijay Singh ji be send to jail by the Yogi government for publish the news of paper leak.

Today reach Ballia, meet the family member and assure that we be all with them in the fight for truth and justice.",AjayLalluINC,"['Recently,', 'National', 'Sahara', 'journalist', 'Manoj', 'Gupta', 'ji', 'and', 'Amar', 'Ujala', 'journalist', 'Digvijay', 'Singh', 'ji', 'be', 'send', 'to', 'jail', 'by', 'the', 'Yogi', 'government', 'for', 'publish', 'the', 'news', 'of', 'paper', 'leak.\n\nToday', 'reach', 'Ballia,', 'meet', 'the', 'family', 'member', 'and', 'assure', 'that', 'we', 'be', 'all', 'with', 'them', 'in', 'the', 'fight', 'for', 'truth', 'and', 'justice.']","[['Recently,', 'n'], ['National', 'n'], ['Sahara', 'n'], ['journalist', 'n'], ['Manoj', 'n'], ['Gupta', 'n'], ['ji', 'n'], ['and', 'n'], ['Amar', 'n'], ['Ujala', 'n'], ['journalist', 'n'], ['Digvijay', 'n'], ['Singh', 'n'], ['ji', 'n'], ['were', 'v'], ['sent', 'v'], ['to', 'n'], ['jail', 'n'], ['by', 'n'], ['the', 'n'], ['Yogi', 'n'], ['government', 'n'], ['for', 'n'], ['publishing', 'v'], ['the', 'n'], ['news', 'n'], ['of', 'n'], ['paper', 'n'], ['leak.\n\nToday', 'n'], ['reached', 'v'], ['Ballia,', 'n'], ['met', 'v'], ['the', 'n'], ['family', 'n'], ['members', 'n'], ['and', 'n'], ['assured', 'v'], ['that', 'n'], ['we', 'n'], ['are', 'v'], ['all', 'n'], ['with', 'n'], ['them', 'n'], ['in', 'n'], ['the', 'n'], ['fight', 'n'], ['for', 'n'], ['truth', 'n'], ['and', 'n'], ['justice.', 'n']]",INC
384,2022-04-03 08:14:06+00:00,1.51e+18,Congress party will fight till Ballia journalist be released...,AjayLalluINC,"['Congress', 'party', 'will', 'fight', 'till', 'Ballia', 'journalist', 'be', 'released...']","[['Congress', 'n'], ['party', 'n'], ['will', 'n'], ['fight', 'v'], ['till', 'v'], ['Ballia', 'n'], ['journalists', 'n'], ['are', 'v'], ['released...', 'a']]",INC
385,2022-04-03 07:43:05+00:00,1.51e+18,"The Yogi government tell it anti-democratic purpose by send journalist to jail.

Today I have come here to meet the journalist in Azamgarh Jail but the jail administration do not allow me to meet.

It be clear that the government be afraid of the truth.

Congress party will fight for justice, will raise the voice of truth from the road to the house. 2/2",AjayLalluINC,"['The', 'Yogi', 'government', 'tell', 'it', 'anti-democratic', 'purpose', 'by', 'send', 'journalist', 'to', 'jail.\n\nToday', 'I', 'have', 'come', 'here', 'to', 'meet', 'the', 'journalist', 'in', 'Azamgarh', 'Jail', 'but', 'the', 'jail', 'administration', 'do', 'not', 'allow', 'me', 'to', 'meet.\n\nIt', 'be', 'clear', 'that', 'the', 'government', 'be', 'afraid', 'of', 'the', 'truth.\n\nCongress', 'party', 'will', 'fight', 'for', 'justice,', 'will', 'raise', 'the', 'voice', 'of', 'truth', 'from', 'the', 'road', 'to', 'the', 'house.', '2/2']","[['The', 'n'], ['Yogi', 'n'], ['government', 'n'], ['tells', 'v'], ['its', 'n'], ['anti-democratic', 'a'], ['purpose', 'n'], ['by', 'n'], ['sending', 'v'], ['journalists', 'n'], ['to', 'n'], ['jail.\n\nToday', 'v'], ['I', 'n'], ['had', 'v'], ['come', 'v'], ['here', 'r'], ['to', 'n'], ['meet', 'v'], ['the', 'n'], ['journalists', 'n'], ['in', 'n'], ['Azamgarh', 'n'], ['Jail', 'n'], ['but', 'n'], ['the', 'n'], ['jail', 'n'], ['administration', 'n'], ['did', 'v'], ['not', 'r'], ['allow', 'v'], ['me', 'n'], ['to', 'n'], ['meet.\n\nIt', 'v'], ['is', 'v'], ['clear', 'a'], ['that', 'n'], ['the', 'n'], ['government', 'n'], ['is', 'v'], ['afraid', 'a'], ['of', 'n'], ['the', 'n'], ['truth.\n\nCongress', 'n'], ['party', 'n'], ['will', 'n'], ['fight', 'v'], ['for', 'n'], ['justice,', 'n'], ['will', 'n'], ['raise', 'v'], ['the', 'n'], ['voice', 'n'], ['of', 'n'], ['truth', 'n'], ['from', 'n'], ['the', 'n'], ['road', 'n'], ['to', 'n'], ['the', 'n'], ['house.', 'n'], ['2/2', 'n']]",INC
386,2022-04-03 07:42:25+00:00,1.51e+18,"dust be on his face
they keep clean the mirror

Today the same condition be with the BJP government of UP. First 10th Sanskrit paper leaked, publish by journalists. The government remain silent. Then 12th English paper be leaked, local journalist of Ballia bring out the truth but...1/2",AjayLalluINC,"['dust', 'be', 'on', 'his', 'face\nthey', 'keep', 'clean', 'the', 'mirror\n\nToday', 'the', 'same', 'condition', 'be', 'with', 'the', 'BJP', 'government', 'of', 'UP.', 'First', '10th', 'Sanskrit', 'paper', 'leaked,', 'publish', 'by', 'journalists.', 'The', 'government', 'remain', 'silent.', 'Then', '12th', 'English', 'paper', 'be', 'leaked,', 'local', 'journalist', 'of', 'Ballia', 'bring', 'out', 'the', 'truth', 'but...1/2']","[['dust', 'n'], ['was', 'v'], ['on', 'n'], ['his', 'n'], ['face\nthey', 'n'], ['kept', 'v'], ['cleaning', 'v'], ['the', 'n'], ['mirror\n\nToday', 'n'], ['the', 'n'], ['same', 'a'], ['condition', 'n'], ['is', 'v'], ['with', 'n'], ['the', 'n'], ['BJP', 'n'], ['government', 'n'], ['of', 'n'], ['UP.', 'n'], ['First', 'n'], ['10th', 'n'], ['Sanskrit', 'n'], ['papers', 'n'], ['leaked,', 'v'], ['published', 'v'], ['by', 'n'], ['journalists.', 'n'], ['The', 'n'], ['government', 'n'], ['remained', 'v'], ['silent.', 'a'], ['Then', 'r'], ['12th', 'n'], ['English', 'a'], ['papers', 'n'], ['are', 'v'], ['leaked,', 'a'], ['local', 'a'], ['journalists', 'n'], ['of', 'n'], ['Ballia', 'n'], ['bring', 'v'], ['out', 'n'], ['the', 'n'], ['truth', 'n'], ['but...1/2', 'n']]",INC
387,2022-04-02 15:25:44+00:00,1.51e+18,"Happy Ramadan

#RamadanMubarak",AjayLalluINC,"['Happy', 'Ramadan\n\n#RamadanMubarak']","[['Happy', 'a'], ['Ramadan\n\n#RamadanMubarak', 'n']]",INC
388,2022-04-02 15:00:59+00:00,1.51e+18,"A strong ally of the Congress party, the father of Rajkumar Gupta, a resident of Ghazipur, be badly injure in the Marg accident.

Reached his house late in the evening to go to his well being. I pray to Maa Ambe for her speedy recovery.",AjayLalluINC,"['A', 'strong', 'ally', 'of', 'the', 'Congress', 'party,', 'the', 'father', 'of', 'Rajkumar', 'Gupta,', 'a', 'resident', 'of', 'Ghazipur,', 'be', 'badly', 'injure', 'in', 'the', 'Marg', 'accident.\n\nReached', 'his', 'house', 'late', 'in', 'the', 'evening', 'to', 'go', 'to', 'his', 'well', 'being.', 'I', 'pray', 'to', 'Maa', 'Ambe', 'for', 'her', 'speedy', 'recovery.']","[['A', 'n'], ['strong', 'a'], ['ally', 'n'], ['of', 'n'], ['the', 'n'], ['Congress', 'n'], ['party,', 'v'], ['the', 'n'], ['father', 'n'], ['of', 'n'], ['Rajkumar', 'n'], ['Gupta,', 'n'], ['a', 'n'], ['resident', 'n'], ['of', 'n'], ['Ghazipur,', 'n'], ['was', 'v'], ['badly', 'r'], ['injured', 'v'], ['in', 'n'], ['the', 'n'], ['Marg', 'n'], ['accident.\n\nReached', 'v'], ['his', 'n'], ['house', 'n'], ['late', 'r'], ['in', 'n'], ['the', 'n'], ['evening', 'n'], ['to', 'n'], ['go', 'v'], ['to', 'n'], ['his', 'n'], ['well', 'n'], ['being.', 'n'], ['I', 'n'], ['pray', 'v'], ['to', 'n'], ['Maa', 'n'], ['Ambe', 'n'], ['for', 'n'], ['her', 'n'], ['speedy', 'n'], ['recovery.', 'n']]",INC
389,2022-04-02 09:00:49+00:00,1.51e+18,Interaction with Congress worker and office bearer of Rampur factory assembly of Deoria district.,AjayLalluINC,"['Interaction', 'with', 'Congress', 'worker', 'and', 'office', 'bearer', 'of', 'Rampur', 'factory', 'assembly', 'of', 'Deoria', 'district.']","[['Interaction', 'n'], ['with', 'n'], ['Congress', 'n'], ['workers', 'n'], ['and', 'n'], ['office', 'n'], ['bearers', 'n'], ['of', 'n'], ['Rampur', 'n'], ['factory', 'n'], ['assembly', 'n'], ['of', 'n'], ['Deoria', 'n'], ['district.', 'n']]",INC
390,2022-04-02 06:30:09+00:00,1.51e+18,"Ved Prakash Pathak, the young son of Bharat Bhushan Pathak, the village head of Gadhiya Chintamani of Severhi block, pass away due to prolong illness.

Expressed condolence to the family today. May God give place to the dead soul at his foot and give strength to the family member to bear this pain.",AjayLalluINC,"['Ved', 'Prakash', 'Pathak,', 'the', 'young', 'son', 'of', 'Bharat', 'Bhushan', 'Pathak,', 'the', 'village', 'head', 'of', 'Gadhiya', 'Chintamani', 'of', 'Severhi', 'block,', 'pass', 'away', 'due', 'to', 'prolong', 'illness.\n\nExpressed', 'condolence', 'to', 'the', 'family', 'today.', 'May', 'God', 'give', 'place', 'to', 'the', 'dead', 'soul', 'at', 'his', 'foot', 'and', 'give', 'strength', 'to', 'the', 'family', 'member', 'to', 'bear', 'this', 'pain.']","[['Ved', 'n'], ['Prakash', 'n'], ['Pathak,', 'n'], ['the', 'n'], ['younger', 'a'], ['son', 'n'], ['of', 'n'], ['Bharat', 'n'], ['Bhushan', 'n'], ['Pathak,', 'n'], ['the', 'n'], ['village', 'n'], ['head', 'n'], ['of', 'n'], ['Gadhiya', 'n'], ['Chintamani', 'n'], ['of', 'n'], ['Severhi', 'n'], ['block,', 'n'], ['passed', 'v'], ['away', 'r'], ['due', 'a'], ['to', 'n'], ['prolonged', 'v'], ['illness.\n\nExpressed', 'a'], ['condolences', 'n'], ['to', 'n'], ['the', 'n'], ['family', 'n'], ['today.', 'n'], ['May', 'n'], ['God', 'n'], ['give', 'v'], ['place', 'n'], ['to', 'n'], ['the', 'n'], ['dead', 'a'], ['soul', 'n'], ['at', 'n'], ['his', 'n'], ['feet', 'n'], ['and', 'n'], ['give', 'v'], ['strength', 'n'], ['to', 'n'], ['the', 'n'], ['family', 'n'], ['members', 'n'], ['to', 'n'], ['bear', 'v'], ['this', 'n'], ['pain.', 'n']]",INC
391,2022-04-02 03:47:09+00:00,1.51e+18,"Wishing everyone a very Happy Chaitra Navratri. May there be happiness and prosperity in everyone's life, this be the wish from Mother Ambe.

Hail mother Goddess

#Navratri",AjayLalluINC,"['Wishing', 'everyone', 'a', 'very', 'Happy', 'Chaitra', 'Navratri.', 'May', 'there', 'be', 'happiness', 'and', 'prosperity', 'in', ""everyone's"", 'life,', 'this', 'be', 'the', 'wish', 'from', 'Mother', 'Ambe.\n\nHail', 'mother', 'Goddess\n\n#Navratri']","[['Wishing', 'v'], ['everyone', 'n'], ['a', 'n'], ['very', 'r'], ['Happy', 'a'], ['Chaitra', 'n'], ['Navratri.', 'n'], ['May', 'n'], ['there', 'r'], ['be', 'v'], ['happiness', 'n'], ['and', 'n'], ['prosperity', 'n'], ['in', 'n'], [""everyone's"", 'a'], ['life,', 'n'], ['this', 'n'], ['is', 'v'], ['the', 'n'], ['wish', 'a'], ['from', 'n'], ['Mother', 'n'], ['Ambe.\n\nHail', 'n'], ['mother', 'n'], ['Goddess\n\n#Navratri', 'n']]",INC
392,2022-04-01 13:46:27+00:00,1.51e+18,"Laxmi Gupta, resident of Vishunpura, Gram Sabha of Tamkuhi block, pass away. Expressed condolence to the family member late in the evening. May God give peace to the depart soul.",AjayLalluINC,"['Laxmi', 'Gupta,', 'resident', 'of', 'Vishunpura,', 'Gram', 'Sabha', 'of', 'Tamkuhi', 'block,', 'pass', 'away.', 'Expressed', 'condolence', 'to', 'the', 'family', 'member', 'late', 'in', 'the', 'evening.', 'May', 'God', 'give', 'peace', 'to', 'the', 'depart', 'soul.']","[['Laxmi', 'n'], ['Gupta,', 'n'], ['resident', 'n'], ['of', 'n'], ['Vishunpura,', 'n'], ['Gram', 'n'], ['Sabha', 'n'], ['of', 'n'], ['Tamkuhi', 'n'], ['block,', 'n'], ['passed', 'v'], ['away.', 'n'], ['Expressed', 'v'], ['condolences', 'n'], ['to', 'n'], ['the', 'n'], ['family', 'n'], ['members', 'n'], ['late', 'r'], ['in', 'n'], ['the', 'n'], ['evening.', 'n'], ['May', 'n'], ['God', 'n'], ['give', 'v'], ['peace', 'n'], ['to', 'n'], ['the', 'n'], ['departed', 'v'], ['soul.', 'n']]",INC
393,2022-04-01 10:26:13+00:00,1.51e+18,Discussion with Congress worker and office bearer of Fazilnagar assembly constituency on the upcoming fight and the strength of the organization.,AjayLalluINC,"['Discussion', 'with', 'Congress', 'worker', 'and', 'office', 'bearer', 'of', 'Fazilnagar', 'assembly', 'constituency', 'on', 'the', 'upcoming', 'fight', 'and', 'the', 'strength', 'of', 'the', 'organization.']","[['Discussion', 'n'], ['with', 'n'], ['Congress', 'n'], ['workers', 'n'], ['and', 'n'], ['office', 'n'], ['bearers', 'n'], ['of', 'n'], ['Fazilnagar', 'n'], ['assembly', 'r'], ['constituency', 'n'], ['on', 'n'], ['the', 'n'], ['upcoming', 'a'], ['fight', 'n'], ['and', 'n'], ['the', 'n'], ['strength', 'n'], ['of', 'n'], ['the', 'n'], ['organization.', 'n']]",INC
394,2022-04-01 08:44:48+00:00,1.51e+18,"For justice today, along with the victim's family member sit on a dharna at the police post Severhi. CO Tamakuhi, who reach the spot, ask for 5 days' time and assure of appropriate action.

Our fight will continue till the family of the victim get justice. We will continue to raise our voice against oppression. 2/2",AjayLalluINC,"['For', 'justice', 'today,', 'along', 'with', 'the', ""victim's"", 'family', 'member', 'sit', 'on', 'a', 'dharna', 'at', 'the', 'police', 'post', 'Severhi.', 'CO', 'Tamakuhi,', 'who', 'reach', 'the', 'spot,', 'ask', 'for', '5', ""days'"", 'time', 'and', 'assure', 'of', 'appropriate', 'action.\n\nOur', 'fight', 'will', 'continue', 'till', 'the', 'family', 'of', 'the', 'victim', 'get', 'justice.', 'We', 'will', 'continue', 'to', 'raise', 'our', 'voice', 'against', 'oppression.', '2/2']","[['For', 'n'], ['justice', 'n'], ['today,', 'n'], ['along', 'n'], ['with', 'n'], ['the', 'n'], [""victim's"", 'n'], ['family', 'n'], ['members', 'n'], ['sat', 'v'], ['on', 'n'], ['a', 'n'], ['dharna', 'n'], ['at', 'n'], ['the', 'n'], ['police', 'n'], ['post', 'n'], ['Severhi.', 'n'], ['CO', 'n'], ['Tamakuhi,', 'n'], ['who', 'n'], ['reached', 'v'], ['the', 'n'], ['spot,', 'n'], ['asked', 'v'], ['for', 'n'], ['5', 'n'], [""days'"", 'a'], ['time', 'n'], ['and', 'n'], ['assured', 'v'], ['of', 'n'], ['appropriate', 'a'], ['action.\n\nOur', 'n'], ['fight', 'n'], ['will', 'n'], ['continue', 'v'], ['till', 'v'], ['the', 'n'], ['families', 'n'], ['of', 'n'], ['the', 'n'], ['victims', 'n'], ['get', 'v'], ['justice.', 'n'], ['We', 'n'], ['will', 'n'], ['continue', 'v'], ['to', 'n'], ['raise', 'v'], ['our', 'n'], ['voice', 'n'], ['against', 'n'], ['oppression.', 'n'], ['2/2', 'n']]",INC
395,2022-04-01 08:42:32+00:00,1.51e+18,"Recently, Ashok Rauniyar, son of Ashok Rauniyar, a resident of Severhi Nagar in Kushinagar district, died. Despite the family member give a nominated complaint to the police allege murder, neither the accuse be arrest nor any further action be taken.

Justice be be strangle in the BJP government. 1/2",AjayLalluINC,"['Recently,', 'Ashok', 'Rauniyar,', 'son', 'of', 'Ashok', 'Rauniyar,', 'a', 'resident', 'of', 'Severhi', 'Nagar', 'in', 'Kushinagar', 'district,', 'died.', 'Despite', 'the', 'family', 'member', 'give', 'a', 'nominated', 'complaint', 'to', 'the', 'police', 'allege', 'murder,', 'neither', 'the', 'accuse', 'be', 'arrest', 'nor', 'any', 'further', 'action', 'be', 'taken.\n\nJustice', 'be', 'be', 'strangle', 'in', 'the', 'BJP', 'government.', '1/2']","[['Recently,', 'n'], ['Ashok', 'n'], ['Rauniyar,', 'n'], ['son', 'n'], ['of', 'n'], ['Ashok', 'n'], ['Rauniyar,', 'n'], ['a', 'n'], ['resident', 'n'], ['of', 'n'], ['Severhi', 'n'], ['Nagar', 'n'], ['in', 'n'], ['Kushinagar', 'n'], ['district,', 'n'], ['died.', 'n'], ['Despite', 'n'], ['the', 'n'], ['family', 'n'], ['members', 'n'], ['giving', 'v'], ['a', 'n'], ['nominated', 'a'], ['complaint', 'n'], ['to', 'n'], ['the', 'n'], ['police', 'n'], ['alleging', 'v'], ['murder,', 'n'], ['neither', 'n'], ['the', 'n'], ['accused', 'v'], ['was', 'v'], ['arrested', 'v'], ['nor', 'n'], ['any', 'n'], ['further', 'a'], ['action', 'n'], ['was', 'v'], ['taken.\n\nJustice', 'n'], ['is', 'v'], ['being', 'v'], ['strangled', 'v'], ['in', 'n'], ['the', 'n'], ['BJP', 'n'], ['government.', 'n'], ['1/2', 'n']]",INC
396,2022-03-31 13:47:56+00:00,1.51e+18,Meeting with the worker and office bearer of Deoria Vidhan Sabha to discuss further strategies.,AjayLalluINC,"['Meeting', 'with', 'the', 'worker', 'and', 'office', 'bearer', 'of', 'Deoria', 'Vidhan', 'Sabha', 'to', 'discuss', 'further', 'strategies.']","[['Meeting', 'v'], ['with', 'n'], ['the', 'n'], ['workers', 'n'], ['and', 'n'], ['office', 'n'], ['bearers', 'n'], ['of', 'n'], ['Deoria', 'n'], ['Vidhan', 'n'], ['Sabha', 'n'], ['to', 'n'], ['discuss', 'v'], ['further', 'a'], ['strategies.', 'n']]",INC
